,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
83841,eVPJcdu8vlsjrWFC3VHiMA,White Cottage,102 Lebanon Ave,Belleville,IL,62220,38.5198673,-89.9822374,4.5,61,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True'}","Food, Sandwiches, Restaurants, Ice Cream & Frozen Yogurt","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
83937,xYDLrcoxmYYPTRBoOvkCFw,Tastea,112 N Main St,Edwardsville,IL,62025,38.8119161,-89.9557878,4,14,1,,"Food, Bubble Tea","{'Monday': '12:0-19:0', 'Wednesday': '12:0-19:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-19:0'}"
83956,gZw8r3vZMtOaATVTsxmhdQ,Firehouse Subs,5909 North Illinois St,Fairview Heights,IL,62202,38.5858525,-89.9849042,4,36,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""'average'"", 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'WiFi': ""'no'""}","Restaurants, Sandwiches, Delis, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-16:0', 'Saturday': '10:30-21:0', 'Sunday': '10:30-21:0'}"
83965,r66sCJFFneVemO-7mVFoFg,YMCA of Edwardsville,7348 Goshen Rd,Edwardsville,IL,62025,38.7801425,-89.9240157,4.5,5,1,{'BusinessAcceptsCreditCards': 'True'},"Community Service/Non-Profit, Local Services, Cannabis Clinics, Health & Medical",
83975,NZn0q4SCuznNN1dMvqJliA,Schnucks - Fairview Heights,625 Lincoln Hwy,Fairview Heights,IL,62208,38.594112,-89.9762487,2.5,7,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}","Bakeries, Florists, Restaurants, Flowers & Gifts, Drugstores, Shopping, Food, Delis, Grocery","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}"
84179,5GZOor47iDvcz3r587ja5Q,Long John Silver's,218 Lincoln Hwy,Fairview Heights,IL,62208,38.5924548,-89.9802147,3,6,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Seafood, Fast Food, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
84236,J_QGmVXSJPdDFrwPADzfGw,1st MidAmerica Credit Union,1702 Troy Rd,Edwardsville,IL,62025,38.79345745,-89.95086246,3,6,1,,"Financial Services, Banks & Credit Unions","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-12:0'}"
84252,vpCzO_nbcZ2RAc1rg3Bttg,Roemer Topf,1415 McKinley Rd,Mascoutah,IL,62258,38.49210845,-89.81956831,4.5,83,0,"{'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Food, German, Ethnic Food, Specialty Food","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}"
84289,bt9bctpyr8QBYy6hGD_daA,El Potro,614 Edwardsville Rd,Troy,IL,62294,38.7318841,-89.9011353,3.5,26,1,"{'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}""}","Restaurants, Mexican",
84299,L9FeMn-zHsR8O-ssVP3QEA,Culver's,6724 Old Troy Rd,Edwardsville,IL,62025,38.78076553,-89.948072,3.5,23,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True'}","Food, Fast Food, Restaurants, Ice Cream & Frozen Yogurt, Burgers, Sandwiches, Soup","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}"
84513,01QBBeOrR3shusGKtsJNQQ,Casa Romero,512 S Market St,Waterloo,IL,62298,38.33234412,-90.14789505,4.5,75,1,"{'RestaurantsReservations': 'False', 'HasTV': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'DogsAllowed': 'False', 'Corkage': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WheelchairAccessible': 'True'}","Tex-Mex, Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-21:0'}"
84648,vJLmwiI-GlwEYbCK2N5pyg,Burger King,1649 W Birchard St,Scott Afb,IL,62222,38.5408431,-89.871893,3,11,1,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Restaurants, Burgers, Fast Food","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}"
84688,BcSMWt6H2cPAb0Cq4cMwjg,Integrity Tattoos,324 N Illinois St,Belleville,IL,62220,38.5176101,-89.9840231,3.5,8,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Beauty & Spas, Piercing, Tattoo",
84696,3vU4p2S_jxLK94Fp_KbFXw,Mungenast Alton Toyota,850 Homer M Adams Pkwy,Alton,IL,62002,38.9216168,-90.168814,4,13,1,{'BusinessAcceptsCreditCards': 'True'},"Car Dealers, Automotive, Auto Repair","{'Monday': '9:0-20:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0'}"
84783,8EbvQGbjRsMQUR_A3INxtQ,U.S Nails,"2921 N Center St, Ste 7",Maryville,IL,62062,38.7368927,-89.95721,3,21,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Waxing, Nail Salons, Hair Removal, Beauty & Spas","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:0-20:0', 'Sunday': '10:30-18:0'}"
84820,POtDjIInP2n-rgd84VRl3A,"Candlewood Suites Ofallon, Il - St. Louis Area",1332 Park Plaza Dr,Ofallon,IL,62269,38.5879336,-89.9450641,2.5,15,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
84903,63RhygIRbN4xwYX5pfsT-w,David's Bridal,14 Plaza Dr,Fairview Heights,IL,62208,38.59780637,-89.99293882,3,19,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Accessories, Shoe Stores, Fashion, Bridal, Shopping, Flowers & Gifts","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '9:0-19:30', 'Sunday': '10:30-18:0'}"
85009,ntWi4PKUtblkRhhniCbd7g,The Joint Chiropractic,3264 Green Mount Crossing Dr,Shiloh,IL,62269,38.573202,-89.9266587,4.5,16,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'False'}","Health & Medical, Chiropractors","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}"
85189,JVi7_TjPh8Lyy8SiP1_v0g,Kranky K9 Dog Training,1832 Vandalia St,Collinsville,IL,62234,38.69353009,-89.96961793,5,7,1,,"Dog Walkers, Pets, Pet Sitting, Pet Boarding, Pet Services, Pet Training","{'Monday': '0:0-0:0', 'Tuesday': '16:0-18:0', 'Wednesday': '16:0-18:0', 'Thursday': '16:0-18:0', 'Friday': '16:0-18:0', 'Saturday': '10:0-12:0', 'Sunday': '10:0-12:0'}"
85213,gPWpyKk1NXjGtdfr5crnyw,Indian Mounds Golf Course,3500 Kingshighway,Fairmont City,IL,62201,38.656923,-90.092235,3,6,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Golf, Active Life","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
85243,pZDy6_XDDfPOfx7SHaEQfQ,Thebeau Outdoor Services,18 N 78th St,Belleville,IL,62223,38.5635569,-90.0470388,4,7,1,{'BusinessAcceptsCreditCards': 'True'},"Home Services, Tree Services","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-18:0', 'Sunday': '7:30-18:0'}"
85335,7Y0-NQTnV7PTd6-3qJzH9w,GPKNIVES.com,2230 Liebler Rd,Troy,IL,62294,38.7417951,-89.9092487,4.5,12,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WheelchairAccessible': 'True', 'BikeParking': 'False'}","Sporting Goods, Shopping","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
85344,dN_WiS41laKnG7MeVVOiBw,Jimmy John's,"1702 Homer Adams Pkwy, Ste A",Alton,IL,62002,38.91918813,-90.1660341,1.5,7,1,"{'HappyHour': 'False', 'DriveThru': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True'}","Fast Food, Restaurants, Food, Food Delivery Services, Delis, Sandwiches","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
85361,Pmi-vU6YSNE2ccie1oLT2w,Westgate Cleaners & Alterations,8506 US Hwy 50,Lebanon,IL,62254,38.5849499,-89.8690924,5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Laundry Services, Dry Cleaning & Laundry, Sewing & Alterations, Local Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
85436,pyaAOZpLDBnXlsWyHojaPg,MOD Pizza,2300 Troy Rd,Edwardsville,IL,62025,38.78509,-89.94884,3.5,40,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False'}","Pizza, Restaurants, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:30-17:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
85456,qbP0Dbz-X9AXXP3EN0jCsg,Bully's Smokehouse,1035 Century Dr,Edwardsville,IL,62025,38.7872317,-89.9815262,3,10,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Barbeque, Restaurants",
85541,d5gNZfKLqCKmqV0PmxgXYw,Tropical Escape Tiki Bar & Grill,"4 Club Center Ct, Ste A",Edwardsville,IL,62025,38.7779486,-89.9846396,4,13,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Nightlife, Bars, Caribbean, Restaurants",
85643,#NAME?,The Edge,701 S Belt W,Belleville,IL,62220,38.5038017,-89.9947932,3.5,73,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True'}","Active Life, Shopping, Restaurants, Cinema, Arcades, Mini Golf, Arts & Entertainment, Laser Tag, Hobby Shops","{'Monday': '14:0-22:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Friday': '14:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
85687,cr1dsNRLByhGkeOLl2kiXw,Margaritas Mexican Restaurant & Cantina,108 E A St,Belleville,IL,62220,38.51379467,-89.98216672,3.5,53,1,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","Caterers, Restaurants, Mexican, Event Planning & Services","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-21:0'}"
85875,#NAME?,AutoCenters Nissan,1825 E Edwardsville Rd,Wood River,IL,62095,38.85845609,-90.06681506,2.5,33,1,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Car Dealers, Used Car Dealers, Auto Repair, Oil Change Stations, Automotive, Auto Parts & Supplies","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0'}"
85931,PtlERfZAXwFhrV-PBP1LkQ,China Quick,940 Carlyle Ave,Belleville,IL,62221,38.51799209,-89.94733778,3,41,1,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'HasTV': 'True', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'False'}","Restaurants, Chinese","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
