index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
72804,xP5o6PVU3tWOixLJTIdVVA,Fast Eddie's Bon Air,1530 E 4th St,Alton,IL,62002,38.8882588,-90.1624833,4.0,368,1,"Restaurants, Dive Bars, Bars, Sports Bars, American (Traditional), Nightlife","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",False,False,,False,1,True,False,'full_bar',True,False,True,u'very_loud','casual',True,u'free',False,,True,True,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",True,False,False,u'outdoor',,,,,'no',,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
72887,P-TZILHJGeqSP5eRRQVa5Q,World Famous Appliance,607 Vandalia St,Collinsville,IL,62234,38.677696,-89.9832925,1.5,7,1,"Local Services, Shopping, Home & Garden, Appliances, Appliances & Repair","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-16:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72964,SiMDFU78LmJ6dnxTp-B4pg,Heritage Heating & Cooling,97 Betty Ln,O'Fallon,IL,62269,38.5893848,-89.8938759,4.5,8,1,"Heating & Air Conditioning/HVAC, Water Heater Installation/Repair, Home Services","{'Monday': '8:0-16:30', 'Tuesday': '8:0-16:30', 'Wednesday': '8:0-16:30', 'Thursday': '8:0-16:30', 'Friday': '8:0-16:30'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72971,SYI3NlO_2NxWlrcBL3g1NQ,Party City,10845 Lincoln Trl,Fairview Heights,IL,62208,38.5929131,-89.9904268,3.5,6,1,"Event Planning & Services, Shopping Centers, Party Supplies, Shopping",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73142,iGdpNaFSHjjwEuUvMykm1w,Bella Milano,1063 S State Route 157,Edwardsville,IL,62025,38.7890311,-89.9804091,4.0,166,1,"Caterers, Restaurants, Italian, Seafood, Event Planning & Services, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '15:0-22:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,True,True,2,True,True,u'full_bar',True,True,True,u'average',u'casual',True,u'free',True,,True,True,,,,,False,,,,,True,False,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
73149,EvBeuDww_OCNQZ-dRy6qzA,Oriental Spoon,229 Harvard Dr,Edwardsville,IL,62025,38.7917238287,-89.9530076981,4.5,128,1,"Restaurants, Korean","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '15:0-20:0'}",True,True,,False,2,True,False,u'beer_and_wine',True,False,True,u'quiet',u'casual',True,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,,False,False,False,,False,,True
73246,yy-uokIpLJXrBDdov-JgxQ,Rut's Moving & Delivery Service,101 Premier Dr,Belleville,IL,62220,38.503221,-89.944881,1.0,7,1,"Movers, Home Services","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73252,HkVgsMQ4xiOqtcEcj4CPgQ,Lincoln Theatre,103 E Main St,Belleville,IL,62220,38.5139796,-89.9826978,4.0,29,1,"Arts & Entertainment, Cinema","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73273,HlfwDQ_OSp6Gjq4JAf9caQ,Boogie's Restaurant and Bar,2082 Vadalabene Dr,Maryville,IL,62062,38.7320231,-89.9535994,3.5,47,1,"Bars, American (New), Restaurants, Nightlife","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}",True,True,,False,2,False,True,u'full_bar',True,False,True,u'average',u'casual',True,'paid',True,,True,,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': None, 'video': False, 'karaoke': None}",False,,,,,,,,,,,,,False,False,False,True,False,,,True,True,,,False,False,False,True,,False,False,False,True
73313,iteoJ5b-zJHwkIqJsljrSQ,10th Street Baking,1021 W Main St,Belleville,IL,62220,38.5155178,-89.9972132,4.0,7,1,"Restaurants, Bakeries, Food",,,True,,,2,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
73618,6S5k2lRNLofF9f6TTBzAJg,Houlihan's,15 Ludwig Dr,Fairview Heights,IL,62208,38.6022997405,-89.9868732524,3.0,64,0,"American (New), Restaurants, Bars, Nightlife, Breakfast & Brunch","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",True,True,,True,2,True,False,u'full_bar',True,False,True,u'average','casual',False,u'no',True,,True,,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,u'outdoor',,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
73681,0YxnnDCh1NZZSk0KWREC7w,Fairfield Inn by Marriott St. Louis Fairview Heights,140 Ludwig Dr,Fairview Heights,IL,62208,38.6006080191,-89.9935653806,2.5,23,1,"Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,2,,,,,,,,,,u'free',,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73736,C_nkKXkN80Jwwcv5bhC_Tw,QDOBA Mexican Eats,"2100 Troy Rd, Ste 5",Edwardsville,IL,62025,38.7903765,-89.9506451,2.0,34,1,"Event Planning & Services, Mexican, Caterers, Fast Food, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",True,True,,False,1,True,True,u'beer_and_wine',True,True,True,u'loud',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
73754,UPWkzOEropeISZnzh6eNYA,Township Grocer,102 N Main St,Edwardsville,IL,62025,38.8114406,-89.955793,4.0,11,0,"Delis, Grocery, Sandwiches, Food, Restaurants","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:0'}",False,True,,,3,,,u'beer_and_wine',False,,False,u'quiet',u'casual',,u'free',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
73782,RLHImFWocIq7XzFuCT0TyA,Meineke Car Care Center,922 W Main St,Mascoutah,IL,62258,38.491162,-89.8118196,3.0,7,1,"Auto Repair, Automotive, Oil Change Stations, Tires","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-16:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73783,1NBOCuiFeG6DAkR_dd6pTA,Subway,224 S Madison,Lebanon,IL,62254,38.6022874044,-89.8079291546,2.0,8,1,"Restaurants, Fast Food, Sandwiches","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0', 'Saturday': '10:0-14:0', 'Sunday': '10:0-20:0'}",False,True,,False,1,,False,,,True,False,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73906,MSDhqxtCTHCsNnjaZKo8Dw,Cone Barn,323 N Central Ave,Roxana,IL,62084,38.8508056,-90.0786408,4.0,9,1,"Ice Cream & Frozen Yogurt, Food",,,False,,,1,,,,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
74022,dQDm_6jptc12SvwSO0pCvA,Bing Shop,211 E Vandalia St,Edwardsville,IL,62025,38.8118409,-89.9538912,5.0,5,1,"Airsoft, Sporting Goods, Paintball, Skate Shops, Shopping, Active Life","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-18:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74047,jVT2ong-XKjUJFTq3aHW5g,Lasting Impressions Floral Shop,10450 Lincoln Trl,Fairview Heights,IL,62208,38.592546,-89.998215,4.5,8,1,"Shopping, Florists, Flowers & Gifts","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-20:0'}",,True,True,,,,None,,,,,,,True,,None,,,,,,,,True,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
74116,jeGyMmvQI0q81s9a64hqLw,Hen House Restaurant,1250 E Chain Of Rocks Rd,Granite City,IL,62040,38.760676,-90.067446,4.0,44,1,"Restaurants, Breakfast & Brunch, American (Traditional)","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",True,True,,False,1,False,False,u'none',True,False,True,u'average',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,,,,True,False,False,False,,False,False,False,False,
74226,_IBXitJSyFH9Q6OYr9zypA,China King,651 Carlyle Ave,Belleville,IL,62221,38.5172125,-89.95536799999999,3.0,14,1,"Chinese, Restaurants",,True,True,,False,1,False,True,'none',True,,True,u'average',u'casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,True
74229,zvfHwAElgU3u7I5yEixTEg,Tienda El Ranchito,2565 N 32nd St,Fairmont City,IL,62201,38.6438751,-90.1146636,4.0,71,1,"Food, Restaurants, Mexican, Grocery","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}",True,True,,False,2,False,None,u'full_bar',True,True,True,u'average',u'casual',False,u'no',True,,,,,,,,,,,,,,,,,,,,False,,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
74240,o7qf89kAspUWPaecNsSAXA,Basil Thai Cuisine,325 Lincoln Hwy,Fairview Heights,IL,62208,38.5927519,-89.9795471,3.0,6,0,"Restaurants, Thai","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",True,True,,True,2,False,False,u'beer_and_wine',False,,True,u'quiet',u'casual',,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
74575,QdncKkre1lMPUWszxi70rQ,Best Buffet,615 Wesley Dr,Wood River,IL,62095,38.8690846,-90.0663194,3.0,12,1,"Chinese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,True,,False,1,False,False,'none',True,False,True,,'casual',False,,True,,,True,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74581,L29i5rE3Ia1bmZiIRG4GXA,Dairy Haven,112 N Main St,Caseyville,IL,62232,38.6389916,-90.0225372,4.5,35,1,"Food, Ice Cream & Frozen Yogurt","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",,False,,,1,,,,,False,,u'average',,True,u'no',True,,,,,,,,True,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
74621,DrbemWk1TXbQvaomLCamaQ,Smallcakes Cupcakery of Fairview Heights,"5200 N Illinois St, Ste 107",Fairview Heights,IL,62208,38.5792181,-89.984297,4.5,22,0,"Cupcakes, Ice Cream & Frozen Yogurt, Food, Desserts","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-17:0'}",,True,,,2,,False,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
74684,qa0LSF3qMsnxFRROeEQaXA,Who Dat's,118 E Main St,Collinsville,IL,62234,38.670321,-89.9852960095,3.5,92,1,"Event Planning & Services, Cafes, Southern, Restaurants, Cajun/Creole, Caterers","{'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-21:0'}",True,True,True,True,2,True,False,'full_bar',True,True,True,'average','casual',True,'no',True,,True,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,,False,True,True,,False,False,,False,,,,False,False,True
74788,YahuaGUXFwlseM8NcO3zSg,NickyG's Italian Eats,1801 State St,Alton,IL,62002,38.9091252544,-90.1960437692,4.5,10,0,"Restaurants, American (Traditional), Italian","{'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",True,True,,False,1,False,False,u'none',False,True,False,u'quiet',u'casual',True,u'no',True,,,False,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
74943,Y_UUbrTsQOkpvosiFDBbyQ,Action Mechanical Services,,Millstadt,IL,62260,38.4614404,-90.0917755,1.5,18,1,"Heating & Air Conditioning/HVAC, Plumbing, Home Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75224,Q0k9AkPe9PWfGNvhddaa0w,3D Vapor,105 E Vandalia St,Edwardsville,IL,62025,38.8115422,-89.955539,3.5,8,1,"Food, Shopping, Vape Shops, Tobacco Shops","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-18:0'}",,True,,,2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
75256,OHFDC1ANJBDsLvO0QDONbg,Mi Jalapeno,500 S Main,Smithton,IL,62285,38.404591,-89.991496,4.0,16,1,"Caterers, Restaurants, Mexican, Event Planning & Services","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '17:0-21:0'}",True,True,,False,2,True,False,'full_bar',True,,True,u'average','casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75380,vOvXkGcSG6QhXPSF0C54bw,O'Fallon Illinois YMCA,284 N Seven Hills Rd,O Fallon,IL,62269,38.596137,-89.8914103989,3.5,15,1,"Active Life, Child Care & Day Care, Community Service/Non-Profit, Summer Camps, Gyms, Local Services, Fitness & Instruction","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-20:0', 'Saturday': '9:0-13:0', 'Sunday': '12:0-17:0'}",True,True,True,,,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75424,U5TrY5XDI7KHrpVUW-g0eQ,Memorial Hospital - Shiloh,1404 Cross St,Shiloh,IL,62269,38.5736775493,-89.9054129549,2.5,14,1,"Health & Medical, Hospitals, Emergency Rooms, Urgent Care","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,,,,,,,,,,,u'free',,,,,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
75425,48GVP-8R80WJCu88aL_kTg,Trusty Chords Record Shop,"1514 Troy Rd, Ste C",Edwardsville,IL,62025,38.7947412702,-89.9504616112,2.0,7,1,"Books, Mags, Music & Video, Shopping, Vinyl Records","{'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:0-18:0'}",,True,True,,,,,,,,,,,False,,,False,,,,,,,True,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
75654,doN8QSdGtlIAW7BP8afZEg,McDonald's,109 E Hwy 50,O'Fallon,IL,62269,38.5845491,-89.9091629,1.5,45,1,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,False,1,True,True,,True,,False,,'casual',,u'free',True,,,,,,,,,,,True,,,,,,,,,False,,,,False,False,False,False,False,False,False,,,,,,,,,
75698,GIIw2lPijWNFKxoKyv07pg,Vintage Tea Room,316 East Main St,Belleville,IL,62220,38.5134226,-89.9794286,4.5,7,1,"Tea Rooms, Food","{'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0', 'Saturday': '11:0-15:0'}",,True,True,,2,,False,,,False,,,,True,u'no',False,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
75714,2J36fuglZCzvzfFlneRFjA,McDonald's,6300 N Illinois St,Fairview Heights,IL,62208,38.5911536089,-89.9842527509,1.5,18,1,"Food, Restaurants, Coffee & Tea, Fast Food, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,False,1,True,True,u'none',True,False,True,u'average','casual',True,u'free',True,,,,,,,,,,,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75853,R6d9xjclQWtmSXHNObMyUg,Bike Surgeon,201 E State,O'Fallon,IL,62269,38.592108,-89.90914,4.5,24,1,"Shopping, Bike Repair/Maintenance, Sporting Goods, Outdoor Gear, Bikes, Local Services","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:0'}",,True,True,,2,,,,,,,,,True,,,False,,,False,,,,True,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,,,,,,
75893,9QO6QSJoSZ6cXLJ_PAFVeg,Super 8 by Wyndham Fairview Heights-St. Louis,"45 Ludwig Dr., I-64 Ex 12 St 159 N to Ludwig",Fairview Heights,IL,62208,38.6023768,-89.9877948,2.0,11,1,"Hotels & Travel, Hotels, Event Planning & Services",,,True,,,1,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75906,DI8S9nEj0CXKld21PZoquw,Clean Machine,4311 N Belt W,Belleville,IL,62226,38.5417862,-90.0190154,3.0,5,1,"Automotive, Car Wash",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76035,mBGv6FF172crVpyWao6uFg,Pita Pit,215 Harvard Dr,Edwardsville,IL,62025,38.7915189506,-89.9515110254,3.5,7,0,"Greek, Food, Restaurants, American (New)","{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '12:0-20:0'}",True,True,,False,1,True,False,u'none',False,True,False,u'average',u'casual',,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
76120,QQR8GS9vdp7f918qm_RK5g,Catdaddy's,203 W 3rd St,Alton,IL,62002,38.891102599999996,-90.187564,4.5,10,1,"Dive Bars, Sports Bars, Nightlife, Bars","{'Monday': '17:0-0:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '14:0-3:0', 'Saturday': '14:0-3:0', 'Sunday': '14:0-2:0'}",,False,True,,1,True,,u'full_bar',True,,True,u'average',,True,u'free',,False,,,False,,,,,False,u'outdoor',,,,False,,,,,,False,True,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
76188,ykjJHiONOok3S_bN8tFD1A,Slackers CDs & Games,150 Junction Dr,Glen Carbon,IL,62034,38.7768086,-89.9519533,2.5,5,1,"Books, Mags, Music & Video, Music & DVDs, Shopping, Videos & Video Game Rental","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",,True,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
76509,Wh5oXcjKuaE3OrAbjuz_9Q,Target,300 Homer M Adams Pkwy,Alton,IL,62002,38.921281,-90.169937,3.0,6,1,"Department Stores, Shopping, Fashion, Furniture Stores, Food, Grocery, Home & Garden, Electronics","{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:59', 'Wednesday': '7:0-23:59', 'Thursday': '7:0-23:59', 'Friday': '8:0-21:0', 'Saturday': '7:0-23:59', 'Sunday': '7:0-21:0'}",,True,True,False,2,False,False,,False,False,,,,True,u'no',None,,False,False,False,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76541,oeAduKzwxTo8kHcxzYBLAQ,Champagne & Lace Bridal,1600 Vandalia Ave,Collinsville,IL,62234,38.6893239,-89.9729064,2.5,14,1,"Fashion, Bridal, Shopping, Plus Size Fashion","{'Monday': '13:0-16:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-16:0'}",,True,,,3,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
76554,QYE2nV1SNZeRfv9UakFZCQ,All About Pets Veterinary Hospital,807 W State St,O Fallon,IL,62269,38.5919272,-89.9300868,4.0,10,1,"Pets, Veterinarians","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-12:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76578,WnRFkzFpX4GjJjMCxhdncA,White Castle,3 Eastport Plaza Dr,Collinsville,IL,62234,38.6831252151,-90.0134000722,2.5,28,1,"Hot Dogs, Fast Food, Burgers, Restaurants","{'Monday': '5:0-5:0', 'Tuesday': '5:0-5:0', 'Wednesday': '5:0-5:0', 'Thursday': '5:0-5:0', 'Friday': '5:0-5:0', 'Saturday': '5:0-5:0', 'Sunday': '5:0-5:0'}",True,True,,False,1,False,True,u'none',True,False,True,'average','casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76586,9C4f6WAEk4V8f_ZVeOS4qw,Rib City,502-516 E Delmar Ave,Alton,IL,62002,38.9222369,-90.1713528,3.5,8,0,"Restaurants, Barbeque",,True,True,,True,2,True,False,'full_bar',True,,True,u'average',u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
76696,qUk1SkazOUbo8h8hPRnOxg,Steve's Auto Body,120 Behrens St,O Fallon,IL,62269,38.5941397,-89.8968231,5.0,6,1,"Body Shops, Automotive","{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '9:0-12:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
